vehicle_id,fuel_type,fuel_consumed,distance_travelled,mileage,average_mileage,deviation,current_mileage,threshold,mileage_drop,fuel_spam_detection_label
VH100615,CNG,67.43,322.69,4.79,0.72,3.85,4.57,0.58,No,0
VH102080,Petrol,28.18,468.56,16.63,15.06,1.83,16.89,12.05,No,0
VH100737,Petrol,22.76,756.01,33.22,32.8,0.62,33.42,26.24,No,0
VH107658,Diesel,44.06,134.08,3.04,2.45,-0.2,2.25,1.96,No,0
VH103104,Diesel,64.49,392.03,6.08,7.81,-6.86,0.95,6.25,Yes,1
VH107351,CNG,68.68,919.12,13.38,16.52,-5.11,11.41,13.22,Yes,1
VH107998,CNG,30.58,760.46,24.87,25.83,-1.37,24.46,20.66,No,0
VH105520,Petrol,43.67,304.4,6.97,6.43,-3.7,2.73,5.14,Yes,1
VH106792,Diesel,79.38,280.38,3.53,4.12,0.77,4.89,3.3,No,0
VH103387,Petrol,27.99,32.9,1.18,1.19,-1.46,-0.27,0.95,Yes,1
VH101494,Diesel,77.35,115.11,1.49,4.02,-3.22,0.8,3.22,Yes,1
VH101738,CNG,20.57,836.39,40.66,42.52,-3.18,39.34,34.02,No,0
VH104843,Diesel,57.4,861.86,15.01,13.7,-6.12,7.58,10.96,Yes,1
VH106086,Diesel,72.58,994.17,13.7,18.63,-5.72,12.91,14.9,Yes,1
VH103535,CNG,27.26,520.94,19.11,20.69,-7.05,13.64,16.55,Yes,1
VH107547,CNG,55.03,458.21,8.33,5.17,3.9,9.07,4.14,No,0
VH109240,CNG,64.88,466.34,7.19,6.81,-3.64,3.17,5.45,Yes,1
VH109381,CNG,47.72,861.0,18.04,16.87,1.72,18.59,13.5,No,0
VH101287,Diesel,35.71,630.14,17.65,14.7,2.82,17.52,11.76,No,0
VH109978,Diesel,56.24,512.39,9.11,12.28,-6.02,6.26,9.82,Yes,1
VH101701,Diesel,60.14,74.44,1.24,0.04,-0.02,0.02,0.03,Yes,1
VH104485,CNG,50.65,293.98,5.8,11.88,-10.65,1.23,9.5,Yes,1
VH104217,CNG,73.04,370.74,5.08,4.33,0.94,5.27,3.46,No,0
VH102051,CNG,43.13,109.5,2.54,1.92,1.18,3.1,1.54,No,0
VH107623,Diesel,17.73,113.1,6.38,7.39,-7.75,-0.36,5.91,Yes,1
VH103581,Petrol,61.94,706.38,11.4,8.87,3.69,12.56,7.1,No,0
VH104096,Petrol,24.54,668.12,27.23,26.92,2.27,29.19,21.54,No,0
VH106311,CNG,41.69,877.47,21.05,21.35,0.76,22.11,17.08,No,0
VH100584,Diesel,37.83,128.53,3.4,5.45,-1.68,3.77,4.36,Yes,1
VH105205,Petrol,18.0,298.47,16.58,18.46,-4.5,13.96,14.77,Yes,1
VH108509,CNG,48.23,379.64,7.87,10.18,-0.71,9.47,8.14,No,0
VH108692,Petrol,61.52,553.96,9.0,10.22,-4.93,5.29,8.18,Yes,1
VH109660,Diesel,67.65,592.22,8.75,11.1,-7.02,4.08,8.88,Yes,1
VH107044,Diesel,58.66,733.07,12.5,10.66,-0.87,9.79,8.53,No,0
VH102648,CNG,26.93,360.63,13.39,13.51,0.08,13.59,10.81,No,0
VH100877,Diesel,54.2,29.47,0.54,-0.5,11.08,10.58,-0.4,No,0
VH103248,Petrol,73.23,137.49,1.88,2.94,-1.13,1.81,2.35,Yes,1
VH102403,Petrol,33.55,768.15,22.9,26.14,-5.63,20.51,20.91,Yes,1
VH108583,CNG,61.8,448.94,7.26,11.06,-7.83,3.23,8.85,Yes,1
VH103888,CNG,26.26,941.68,35.86,39.97,-5.9,34.07,31.98,No,0
VH104893,Petrol,58.07,116.35,2.0,0.48,-0.21,0.27,0.38,Yes,1
VH101265,CNG,41.07,786.55,19.15,22.28,-1.75,20.53,17.82,No,0
VH109848,Petrol,48.32,23.18,0.48,1.94,-2.44,-0.5,1.55,Yes,1
VH102106,CNG,4.2,732.0,174.29,175.87,-5.14,170.73,140.7,No,0
VH105213,Diesel,46.49,358.53,7.71,4.45,4.0,8.45,3.56,No,0
VH105522,Petrol,70.14,149.81,2.14,4.95,-2.36,2.59,3.96,Yes,1
VH106559,CNG,68.19,393.46,5.77,5.05,2.12,7.17,4.04,No,0
VH101047,Petrol,41.48,168.67,4.07,2.19,-1.09,1.1,1.75,Yes,1
VH105410,Diesel,63.91,239.22,3.74,3.54,0.85,4.39,2.83,No,0
VH101204,Petrol,9.05,995.28,109.98,107.02,7.28,114.3,85.62,No,0
VH104695,CNG,45.06,219.65,4.87,7.12,-5.66,1.46,5.7,Yes,1
VH106738,Diesel,57.7,245.22,4.25,7.56,-2.97,4.59,6.05,Yes,1
VH107836,Diesel,73.67,62.03,0.84,3.15,-1.14,2.01,2.52,Yes,1
VH105774,CNG,18.69,845.77,45.25,45.76,-6.68,39.08,36.61,No,0
VH104791,CNG,42.36,520.71,12.29,11.47,-3.2,8.27,9.18,Yes,1
VH102298,CNG,30.4,609.53,20.05,18.88,0.26,19.14,15.1,No,0
VH101206,Petrol,22.17,937.72,42.3,44.76,1.64,46.4,35.81,No,0
VH106868,Diesel,51.04,481.06,9.43,10.38,-5.54,4.84,8.3,Yes,1
VH104804,Diesel,45.67,262.7,5.75,6.85,-4.42,2.43,5.48,Yes,1
VH108217,Petrol,53.88,497.4,9.23,11.72,-9.43,2.29,9.38,Yes,1
VH104489,Petrol,30.34,254.86,8.4,10.5,-4.08,6.42,8.4,Yes,1
VH108305,CNG,51.44,437.48,8.5,9.79,2.01,11.8,7.83,No,0
VH104058,CNG,19.17,135.36,7.06,8.79,-1.78,7.01,7.03,Yes,1
VH104137,Diesel,27.19,69.95,2.57,2.93,-1.05,1.88,2.34,Yes,1
VH102501,CNG,66.97,288.54,4.31,3.25,-0.57,2.68,2.6,No,0
VH102512,Diesel,3.76,93.75,24.93,23.25,-0.65,22.6,18.6,No,0
VH100185,Petrol,75.42,680.05,9.02,10.65,3.41,14.06,8.52,No,0
VH102289,Petrol,67.71,556.17,8.21,8.27,-3.65,4.62,6.62,Yes,1
VH103010,Diesel,67.47,670.42,9.94,12.69,-2.04,10.65,10.15,No,0
VH109065,Diesel,70.66,732.24,10.36,10.17,0.14,10.31,8.14,No,0
VH103056,CNG,28.23,891.3,31.57,32.58,-5.46,27.12,26.06,No,0
VH104426,CNG,24.26,27.96,1.15,2.84,-2.82,0.02,2.27,Yes,1
VH108625,CNG,33.82,686.2,20.29,21.35,-3.98,17.37,17.08,No,0
VH103517,Petrol,74.02,407.38,5.5,2.06,-1.0,1.06,1.65,Yes,1
VH101830,Diesel,74.66,599.58,8.03,10.92,-4.19,6.73,8.74,Yes,1
VH102938,Petrol,30.03,965.17,32.14,32.57,0.95,33.52,26.06,No,0
VH102790,Diesel,44.82,900.27,20.09,18.24,0.95,19.19,14.59,No,0
VH100377,Petrol,28.68,725.92,25.31,23.55,4.64,28.19,18.84,No,0
VH109288,Petrol,62.67,359.04,5.73,3.11,-0.2,2.91,2.49,No,0
VH106740,Petrol,27.14,46.69,1.72,3.25,1.04,4.29,2.6,No,0
VH105179,Diesel,58.75,201.0,3.42,3.31,1.34,4.65,2.65,No,0
VH100576,Petrol,52.71,474.06,8.99,7.59,0.81,8.4,6.07,No,0
VH104766,CNG,51.46,406.66,7.9,6.91,-5.45,1.46,5.53,Yes,1
VH101855,Diesel,27.51,994.03,36.13,37.66,-2.37,35.29,30.13,No,0
VH106343,Diesel,69.99,594.05,8.49,13.67,-6.95,6.72,10.94,Yes,1
VH102271,Petrol,77.19,859.23,11.13,9.32,7.62,16.94,7.46,No,0
VH100592,Petrol,7.15,714.19,99.89,104.51,-5.15,99.36,83.61,No,0
VH103956,CNG,52.3,440.71,8.43,10.64,-5.53,5.11,8.51,Yes,1
VH105271,Petrol,35.72,826.19,23.13,22.84,-0.73,22.11,18.27,No,0
VH105330,Diesel,57.54,234.1,4.07,5.62,-1.74,3.88,4.5,Yes,1
VH102716,Diesel,19.41,356.03,18.34,20.23,1.93,22.16,16.18,No,0
VH109105,Petrol,25.14,752.49,29.93,28.58,2.32,30.9,22.86,No,0
VH101339,Diesel,24.33,395.83,16.27,14.51,5.25,19.76,11.61,No,0
VH100420,Diesel,17.0,335.67,19.75,18.84,-0.2,18.64,15.07,No,0
VH105852,Diesel,50.82,60.02,1.18,-0.46,-0.27,-0.73,-0.37,Yes,1
VH108460,Diesel,78.09,808.28,10.35,11.89,0.84,12.73,9.51,No,0
VH101386,Petrol,45.47,59.96,1.32,4.34,-1.98,2.36,3.47,Yes,1
VH100369,CNG,15.3,413.61,27.03,25.97,3.77,29.74,20.78,No,0
VH105176,Diesel,61.49,873.25,14.2,14.67,-4.74,9.93,11.74,Yes,1
VH106432,Petrol,78.39,493.68,6.3,5.0,-2.49,2.51,4.0,Yes,1
VH109960,Petrol,41.25,106.25,2.58,2.76,-1.48,1.28,2.21,Yes,1
VH103392,Diesel,76.82,239.43,3.12,3.38,-1.71,1.67,2.7,Yes,1
VH104661,CNG,21.89,94.07,4.3,4.54,-5.39,-0.85,3.63,Yes,1
VH108138,Petrol,71.06,407.29,5.73,6.66,1.26,7.92,5.33,No,0
VH105645,Petrol,7.78,841.06,108.11,109.04,-2.41,106.63,87.23,No,0
VH104075,Petrol,59.78,651.59,10.9,8.4,6.31,14.71,6.72,No,0
VH105443,CNG,77.88,677.1,8.69,11.24,-3.12,8.12,8.99,Yes,1
VH105071,Petrol,64.97,169.94,2.62,4.36,-1.34,3.02,3.49,Yes,1
VH108597,CNG,20.99,113.66,5.41,7.35,-5.03,2.32,5.88,Yes,1
VH105670,CNG,72.89,96.16,1.32,0.79,-2.78,-1.99,0.63,Yes,1
VH109538,Diesel,69.66,188.09,2.7,1.08,-4.9,-3.82,0.86,Yes,1
VH101469,Petrol,61.78,252.81,4.09,3.73,-0.05,3.68,2.98,No,0
VH105612,CNG,12.93,907.04,70.15,67.34,3.93,71.27,53.87,No,0
VH102111,Petrol,73.63,638.07,8.67,10.72,-0.87,9.85,8.58,No,0
VH102721,Petrol,74.6,320.94,4.3,2.41,1.53,3.94,1.93,No,0
VH107570,Petrol,77.45,250.74,3.24,1.16,-1.68,-0.52,0.93,Yes,1
VH104459,Diesel,28.65,109.76,3.83,6.59,-1.6,4.99,5.27,Yes,1
VH109418,Diesel,77.6,944.25,12.17,9.51,7.76,17.27,7.61,No,0
VH103813,Petrol,29.01,89.61,3.09,3.85,-3.96,-0.11,3.08,Yes,1
VH102402,CNG,46.65,84.46,1.81,4.41,-2.4,2.01,3.53,Yes,1
VH104804,Diesel,45.67,262.7,5.75,6.85,-4.42,2.43,5.48,Yes,1
VH102047,CNG,3.59,915.9,255.13,251.81,5.06,256.87,201.45,No,0
VH103029,CNG,64.88,716.66,11.05,12.4,-4.74,7.66,9.92,Yes,1
VH102968,CNG,34.79,441.25,12.68,12.88,-0.88,12.0,10.3,No,0
VH102082,Petrol,35.76,120.98,3.38,6.89,-1.69,5.2,5.51,Yes,1
VH104161,Diesel,51.76,466.26,9.01,10.57,0.2,10.77,8.46,No,0
VH109200,CNG,38.52,796.69,20.68,20.61,1.99,22.6,16.49,No,0
VH109426,Diesel,57.14,205.71,3.6,5.65,-3.78,1.87,4.52,Yes,1
VH103366,Petrol,36.89,942.86,25.56,24.74,3.1,27.84,19.79,No,0
VH102551,Petrol,33.9,125.67,3.71,2.07,0.42,2.49,1.66,No,0
VH109050,CNG,52.97,177.33,3.35,3.34,2.95,6.29,2.67,No,0
VH104750,CNG,28.92,964.28,33.34,32.67,-4.21,28.46,26.14,No,0
VH104487,Diesel,16.53,195.2,11.81,13.78,-7.05,6.73,11.02,Yes,1
VH109306,Diesel,13.38,112.31,8.39,12.1,-3.48,8.62,9.68,Yes,1
VH104276,Petrol,24.64,922.94,37.46,35.78,2.82,38.6,28.62,No,0
VH106701,Diesel,40.65,982.45,24.17,18.91,4.0,22.91,15.13,No,0
VH103352,Petrol,68.49,776.78,11.34,13.36,-5.55,7.81,10.69,Yes,1
VH104112,Diesel,44.12,548.59,12.43,13.45,-4.4,9.05,10.76,Yes,1
VH107794,Petrol,34.26,849.35,24.79,31.05,-7.49,23.56,24.84,Yes,1
VH106294,Petrol,5.3,810.71,152.96,156.73,-6.14,150.59,125.38,No,0
VH105215,Diesel,63.16,379.06,6.0,5.2,4.49,9.69,4.16,No,0
VH108281,Diesel,7.04,345.59,49.09,46.65,3.32,49.97,37.32,No,0
VH109674,Petrol,15.32,290.55,18.97,22.36,-3.89,18.47,17.89,No,0
VH106570,Petrol,23.53,190.72,8.11,6.77,5.95,12.72,5.42,No,0
VH103981,Petrol,52.6,825.98,15.7,17.0,-9.62,7.38,13.6,Yes,1
VH103543,Diesel,53.41,623.52,11.67,8.6,2.22,10.82,6.88,No,0
VH108733,CNG,63.55,787.24,12.39,9.62,7.37,16.99,7.7,No,0
VH104012,Diesel,8.54,390.47,45.72,47.06,-1.19,45.87,37.65,No,0
VH100384,Petrol,52.57,942.98,17.94,20.59,-6.73,13.86,16.47,Yes,1
VH101825,Petrol,65.27,97.57,1.49,1.49,-2.63,-1.14,1.19,Yes,1
VH109432,Diesel,3.64,175.48,48.21,48.88,-5.49,43.39,39.1,No,0
VH105919,Petrol,23.44,238.89,10.19,8.18,4.7,12.88,6.54,No,0
VH100725,Petrol,52.19,69.95,1.34,2.55,-1.98,0.57,2.04,Yes,1
VH103717,Diesel,55.94,36.11,0.65,1.97,-2.92,-0.95,1.58,Yes,1
VH100804,Diesel,31.51,446.26,14.16,16.44,-11.02,5.42,13.15,Yes,1
VH103755,CNG,68.66,233.07,3.39,4.23,-0.91,3.32,3.38,Yes,1
VH101068,Petrol,10.33,111.04,10.75,9.89,4.83,14.72,7.91,No,0
VH105654,CNG,31.82,725.91,22.81,21.72,-0.03,21.69,17.38,No,0
VH106025,Petrol,46.18,821.87,17.8,15.52,3.38,18.9,12.42,No,0
VH103988,CNG,65.8,441.34,6.71,9.74,-4.4,5.34,7.79,Yes,1
VH105737,Petrol,39.94,56.01,1.4,2.93,-1.63,1.3,2.34,Yes,1
VH107164,CNG,28.82,217.86,7.56,9.72,3.26,12.98,7.78,No,0
VH104506,Petrol,8.9,808.21,90.81,87.65,1.67,89.32,70.12,No,0
VH109099,Diesel,71.81,255.51,3.56,4.33,-1.09,3.24,3.46,Yes,1
VH104850,Petrol,52.38,404.51,7.72,6.49,-1.48,5.01,5.19,Yes,1
VH101259,CNG,18.81,724.9,38.54,38.56,2.14,40.7,30.85,No,0
VH105686,Petrol,37.56,518.82,13.81,15.72,-5.25,10.47,12.58,Yes,1
VH103369,Petrol,10.82,843.06,77.92,76.55,6.08,82.63,61.24,No,0
VH101051,Petrol,76.12,535.12,7.03,7.94,-2.05,5.89,6.35,Yes,1
VH107443,Petrol,20.09,743.62,37.01,38.5,-3.09,35.41,30.8,No,0
VH105597,Diesel,49.55,504.94,10.19,7.67,-1.55,6.12,6.14,Yes,1
VH105159,Petrol,67.05,314.68,4.69,2.64,3.54,6.18,2.11,No,0
VH102653,Petrol,65.36,838.42,12.83,16.17,-7.69,8.48,12.94,Yes,1
VH102605,CNG,54.28,403.77,7.44,8.03,-8.28,-0.25,6.42,Yes,1
VH102228,Petrol,75.9,535.03,7.05,7.83,0.88,8.71,6.26,No,0
VH109930,CNG,11.91,565.72,47.5,49.55,-5.23,44.32,39.64,No,0
VH106301,Diesel,17.42,818.22,46.97,46.35,2.0,48.35,37.08,No,0
VH108627,Diesel,5.15,965.7,187.51,190.62,-2.46,188.16,152.5,No,0
VH102475,CNG,40.78,41.41,1.02,4.91,-6.36,-1.45,3.93,Yes,1
VH102055,CNG,11.34,102.84,9.07,6.83,-3.85,2.98,5.46,Yes,1
VH107728,Petrol,46.44,310.4,6.68,4.22,3.95,8.17,3.38,No,0
VH105602,CNG,53.58,964.75,18.01,17.61,-2.13,15.48,14.09,No,0
VH106603,Petrol,64.84,93.88,1.45,3.07,-2.48,0.59,2.46,Yes,1
VH108725,Petrol,76.42,575.31,7.53,7.73,-2.53,5.2,6.18,Yes,1
VH107668,Petrol,27.06,188.08,6.95,7.0,1.11,8.11,5.6,No,0
VH102194,Petrol,65.39,165.65,2.53,3.32,5.83,9.15,2.66,No,0
VH107342,CNG,28.61,470.71,16.45,14.29,-1.01,13.28,11.43,No,0
VH101117,Petrol,79.15,354.12,4.47,8.73,-4.43,4.3,6.98,Yes,1
VH101547,CNG,41.22,73.53,1.78,1.62,-4.55,-2.93,1.3,Yes,1
VH104928,Diesel,67.15,910.65,13.56,11.47,0.68,12.15,9.18,No,0
VH101373,Diesel,73.15,431.83,5.9,8.64,-2.37,6.27,6.91,Yes,1
VH109655,Diesel,67.22,192.51,2.86,0.38,-0.27,0.11,0.3,Yes,1
VH106169,Diesel,8.71,594.43,68.25,65.92,1.04,66.96,52.74,No,0
VH105167,Diesel,28.88,810.99,28.08,29.99,-1.95,28.04,23.99,No,0
VH107839,CNG,23.12,116.36,5.03,3.36,-1.11,2.25,2.69,Yes,1
VH102883,CNG,71.25,661.75,9.29,13.27,-5.51,7.76,10.62,Yes,1
VH108912,Diesel,47.26,136.0,2.88,2.12,-1.32,0.8,1.7,Yes,1
VH107660,CNG,22.77,984.62,43.24,44.44,2.07,46.51,35.55,No,0
VH101115,CNG,56.79,886.22,15.61,11.37,5.94,17.31,9.1,No,0
VH108066,Diesel,49.58,555.35,11.2,12.09,-5.78,6.31,9.67,Yes,1
VH103831,Diesel,34.03,544.69,16.01,15.18,1.49,16.67,12.14,No,0
VH109208,Petrol,74.23,92.19,1.24,1.58,0.63,2.21,1.26,No,0
VH103909,Petrol,78.94,264.77,3.35,1.44,-0.45,0.99,1.15,Yes,1
VH101374,CNG,18.33,106.52,5.81,9.39,-3.83,5.56,7.51,Yes,1
VH104668,Diesel,57.09,187.09,3.28,1.55,-0.67,0.88,1.24,Yes,1
VH108869,Petrol,37.89,277.98,7.34,4.97,-4.51,0.46,3.98,Yes,1
VH102453,CNG,49.11,116.89,2.38,0.11,-1.3,-1.19,0.09,Yes,1
VH106938,Diesel,9.29,751.81,80.93,79.56,2.27,81.83,63.65,No,0
VH102491,Petrol,32.99,27.8,0.84,1.48,-2.12,-0.64,1.18,Yes,1
VH107201,CNG,63.82,100.19,1.57,5.32,-5.52,-0.2,4.26,Yes,1
VH108380,Petrol,8.54,851.61,99.72,98.23,-2.98,95.25,78.58,No,0
VH101058,Diesel,68.05,445.81,6.55,8.67,-0.24,8.43,6.94,No,0
VH105822,CNG,76.46,868.11,11.35,14.35,-0.93,13.42,11.48,No,0
VH103550,Petrol,73.34,884.32,12.06,10.64,4.38,15.02,8.51,No,0
VH103085,Petrol,53.54,461.59,8.62,9.15,-2.51,6.64,7.32,Yes,1
VH107586,Petrol,18.27,341.0,18.66,21.45,-0.79,20.66,17.16,No,0
VH107582,Petrol,61.01,108.56,1.78,0.64,-0.94,-0.3,0.51,Yes,1
VH105912,CNG,17.79,742.03,41.71,40.72,-2.28,38.44,32.58,No,0
VH105370,Diesel,30.47,129.34,4.24,2.12,5.45,7.57,1.7,No,0
VH104415,Petrol,7.53,434.08,57.65,59.23,-0.41,58.82,47.38,No,0
VH108018,Petrol,34.31,217.51,6.34,6.24,-1.28,4.96,4.99,Yes,1
VH100880,Petrol,17.93,52.62,2.93,-1.51,2.8,1.29,-1.21,No,0
VH100878,Petrol,36.95,91.85,2.49,4.25,-2.43,1.82,3.4,Yes,1
VH104985,CNG,45.54,897.65,19.71,19.81,-5.43,14.38,15.85,Yes,1
VH105102,CNG,78.55,322.22,4.1,3.48,0.18,3.66,2.78,No,0
VH106932,Diesel,8.04,20.3,2.52,3.26,1.97,5.23,2.61,No,0
VH109809,Petrol,77.72,896.13,11.53,11.33,-4.73,6.6,9.06,Yes,1
VH106222,Diesel,61.66,854.08,13.85,12.71,0.35,13.06,10.17,No,0
VH100191,CNG,56.66,91.98,1.62,4.57,-3.06,1.51,3.66,Yes,1
VH105860,Petrol,76.06,292.55,3.85,2.53,-2.01,0.52,2.02,Yes,1
VH106466,CNG,12.41,37.85,3.05,3.34,-3.14,0.2,2.67,Yes,1
VH107270,Diesel,74.07,941.18,12.71,9.79,-3.69,6.1,7.83,Yes,1
VH107530,Diesel,16.97,194.61,11.47,12.16,-2.16,10.0,9.73,No,0
VH105991,Petrol,49.94,53.42,1.07,6.14,-2.67,3.47,4.91,Yes,1
VH104833,Diesel,79.65,971.97,12.2,12.61,-8.36,4.25,10.09,Yes,1
VH100716,CNG,16.69,39.33,2.36,5.71,-2.14,3.57,4.57,Yes,1
VH102928,Diesel,62.26,407.61,6.55,9.5,-5.35,4.15,7.6,Yes,1
VH104715,CNG,40.91,123.62,3.02,5.47,-3.24,2.23,4.38,Yes,1
VH106576,CNG,52.48,480.99,9.17,10.98,-6.86,4.12,8.78,Yes,1
VH105220,Diesel,54.96,255.04,4.64,4.19,-4.22,-0.03,3.35,Yes,1
VH109151,Diesel,70.08,258.01,3.68,4.63,2.54,7.17,3.7,No,0
VH107983,Diesel,73.83,116.46,1.58,0.81,-1.65,-0.84,0.65,Yes,1
VH101873,Diesel,28.54,855.98,29.99,29.61,-3.26,26.35,23.69,No,0
VH108277,CNG,55.89,751.16,13.44,13.4,-4.62,8.78,10.72,Yes,1
VH105590,CNG,62.59,544.74,8.7,9.54,-6.84,2.7,7.63,Yes,1
VH101748,CNG,79.44,798.77,10.06,8.81,-0.75,8.06,7.05,No,0
VH100041,CNG,48.15,39.79,0.83,-0.35,-0.95,-1.3,-0.28,Yes,1
VH100037,Petrol,77.65,482.41,6.21,7.15,-1.2,5.95,5.72,No,0
VH107234,CNG,38.9,165.13,4.24,1.59,-0.7,0.89,1.27,Yes,1
VH100834,Petrol,64.12,806.5,12.58,17.24,-4.12,13.12,13.79,Yes,1
VH103520,CNG,37.28,89.55,2.4,6.34,-9.96,-3.62,5.07,Yes,1
VH109748,Diesel,10.24,649.05,63.38,65.47,0.79,66.26,52.38,No,0
VH103904,CNG,49.32,33.7,0.68,3.62,-1.92,1.7,2.9,Yes,1
VH101564,CNG,14.08,904.86,64.27,64.4,1.95,66.35,51.52,No,0
VH108444,Petrol,19.72,858.09,43.51,42.5,0.79,43.29,34.0,No,0
VH108610,Diesel,45.47,39.53,0.87,2.78,-1.46,1.32,2.22,Yes,1
VH104780,CNG,30.49,111.12,3.64,4.48,-3.23,1.25,3.58,Yes,1
VH100686,Diesel,41.05,931.43,22.69,25.79,-3.96,21.83,20.63,No,0
VH108014,Diesel,76.8,176.12,2.29,3.95,0.53,4.48,3.16,No,0
VH102932,Petrol,48.54,580.69,11.96,9.9,3.67,13.57,7.92,No,0
VH103644,Diesel,43.82,834.75,19.05,17.26,4.65,21.91,13.81,No,0
VH100963,CNG,62.2,280.0,4.5,1.28,4.39,5.67,1.02,No,0
VH105200,Diesel,42.66,78.84,1.85,0.62,3.54,4.16,0.5,No,0
VH107510,Petrol,27.07,459.37,16.97,15.33,-0.61,14.72,12.26,No,0
VH103535,CNG,27.26,520.94,19.11,20.69,-7.05,13.64,16.55,Yes,1
VH101020,CNG,34.6,499.75,14.44,13.03,-5.65,7.38,10.42,Yes,1
VH101956,Diesel,44.18,179.49,4.06,6.15,-0.03,6.12,4.92,No,0
VH106350,Diesel,32.64,209.56,6.42,8.84,-3.01,5.83,7.07,Yes,1
VH101470,Petrol,53.32,355.62,6.67,10.24,-8.34,1.9,8.19,Yes,1
VH102917,CNG,11.46,812.57,70.9,72.97,-4.4,68.57,58.38,No,0
VH102576,Petrol,47.3,47.17,1.0,-3.2,1.25,-1.95,-2.56,No,0
VH108058,Petrol,66.03,232.66,3.52,7.08,-5.84,1.24,5.66,Yes,1
VH101425,Diesel,14.24,689.61,48.43,53.33,-6.47,46.86,42.66,No,0
VH104969,Diesel,12.6,701.84,55.7,55.44,-2.0,53.44,44.35,No,0
VH105489,Petrol,27.1,245.05,9.04,10.44,-2.23,8.21,8.35,Yes,1
VH100102,Diesel,46.53,202.68,4.36,4.03,5.28,9.31,3.22,No,0
VH106576,CNG,52.48,480.99,9.17,10.98,-6.86,4.12,8.78,Yes,1
VH104859,Diesel,14.09,721.81,51.23,50.09,3.03,53.12,40.07,No,0
VH106183,Diesel,47.54,304.04,6.4,5.82,-5.2,0.62,4.66,Yes,1
VH100305,Petrol,43.77,94.57,2.16,2.92,-2.26,0.66,2.34,Yes,1
VH103869,Diesel,29.32,448.72,15.3,12.06,0.59,12.65,9.65,No,0
VH109918,Petrol,59.41,745.52,12.55,16.61,-3.31,13.3,13.29,No,0
VH100152,Petrol,72.89,955.29,13.11,11.78,0.12,11.9,9.42,No,0
VH109960,Petrol,41.25,106.25,2.58,2.76,-1.48,1.28,2.21,Yes,1
VH106809,CNG,10.22,235.59,23.05,22.89,3.43,26.32,18.31,No,0
VH102778,CNG,71.99,367.37,5.1,0.21,8.36,8.57,0.17,No,0
VH106965,Diesel,37.34,966.98,25.9,25.01,3.94,28.95,20.01,No,0
VH105910,CNG,2.45,715.54,292.06,293.15,2.09,295.24,234.52,No,0
VH104629,CNG,32.07,659.46,20.56,22.01,-0.07,21.94,17.61,No,0
VH108512,Petrol,60.31,508.93,8.44,10.54,-5.82,4.72,8.43,Yes,1
VH105892,Petrol,67.09,192.42,2.87,2.19,-1.56,0.63,1.75,Yes,1
VH100727,CNG,9.61,728.57,75.81,75.81,0.07,75.88,60.65,No,0
VH103144,CNG,76.17,71.91,0.94,2.32,-0.64,1.68,1.86,Yes,1
VH104152,CNG,12.51,128.04,10.24,9.1,0.82,9.92,7.28,No,0
VH103546,Petrol,64.64,474.12,7.33,9.2,-2.69,6.51,7.36,Yes,1
VH108106,CNG,32.2,831.8,25.83,25.19,-0.56,24.63,20.15,No,0
VH106691,CNG,46.52,745.78,16.03,12.44,-1.33,11.11,9.95,No,0
VH109653,Diesel,56.4,624.07,11.07,13.3,-0.04,13.26,10.64,No,0
VH107644,CNG,28.94,724.97,25.05,24.21,1.79,26.0,19.37,No,0
VH105392,Diesel,52.42,286.81,5.47,5.77,-4.86,0.91,4.62,Yes,1
VH104890,Diesel,57.93,171.99,2.97,6.82,-7.79,-0.97,5.46,Yes,1
VH104514,CNG,50.65,687.53,13.57,14.76,-5.01,9.75,11.81,Yes,1
VH104936,Petrol,38.88,721.55,18.56,19.79,2.53,22.32,15.83,No,0
VH102865,CNG,77.91,80.8,1.04,1.43,-3.69,-2.26,1.14,Yes,1
VH101015,Diesel,60.77,553.88,9.11,8.31,-2.18,6.13,6.65,Yes,1
VH103580,CNG,23.06,333.69,14.47,12.56,6.03,18.59,10.05,No,0
VH103189,Diesel,30.46,915.64,30.06,30.62,1.15,31.77,24.5,No,0
VH109975,CNG,45.59,142.96,3.14,0.87,-0.79,0.08,0.7,Yes,1
VH101276,Petrol,21.94,227.72,10.38,12.18,-3.62,8.56,9.74,Yes,1
VH106557,Diesel,66.09,335.42,5.08,6.19,-3.73,2.46,4.95,Yes,1
VH106885,Petrol,10.67,447.62,41.95,41.48,2.2,43.68,33.18,No,0
VH108388,Petrol,50.9,497.85,9.78,9.38,-3.66,5.72,7.5,Yes,1
VH100082,Petrol,67.32,396.05,5.88,7.73,-4.81,2.92,6.18,Yes,1
VH102461,Diesel,30.65,245.39,8.01,9.81,-3.6,6.21,7.85,Yes,1
VH103051,Petrol,15.7,813.46,51.81,50.6,2.35,52.95,40.48,No,0
VH105797,Petrol,29.2,380.42,13.03,15.69,-4.19,11.5,12.55,Yes,1
VH103259,CNG,63.9,319.64,5.0,2.99,3.08,6.07,2.39,No,0
VH100599,Diesel,57.8,217.5,3.76,4.59,-0.01,4.58,3.67,No,0
VH103943,Diesel,74.48,943.3,12.67,12.42,3.29,15.71,9.94,No,0
VH107896,Diesel,40.52,690.3,17.04,17.51,1.45,18.96,14.01,No,0
